transaction_id,date,city,branch,shop_name,product_id,product_category,unit_price,qty,total_revenue,profit_margin
CUS3306,23/09/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Snacks,4.25,1,4.25,1.4875
CUS3307,01/06/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Cold Drinks,3.75,1,3.75,1.3125
CUS3308,29/12/2023,New York,Brooklyn,Beanery,SKT001,Sandwiches ,4.75,2,9.5,3.325
CUS3309,21/03/2023,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Cold Drinks,3.75,2,7.5,2.625
CUS3310,18/04/2022,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Tea Beverages,3.75,1,3.75,1.3125
CUS3311,14/07/2022,Seattle,Capitol Hill,Brew Cafe,SPC001,Tea Beverages,2.5,1,2.5,0.875
CUS3312,21/07/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Snacks,3.25,1,3.25,1.1375
CUS3313,18/08/2023,Seattle,Capitol Hill,Brew Cafe,COF001,Tea Beverages,2.55,1,2.55,0.8925
CUS3314,25/01/2022,New York,Brooklyn,Beanery,SKT001,Sandwiches ,3.75,1,3.75,1.3125
CUS3315,25/04/2021,Austin,Central Park,Suburban Sip Spot,CLD001,Cold Drinks,2.5,1,2.5,0.875
CUS3316,06/02/2023,New York,Central Park,C P Coffee ,SND001,Sandwiches ,3.5,2,7,2.45
CUS3317,09/05/2021,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Specialty Drinks,3,1,3,1.05
CUS3318,11/03/2022,New York,Central Park,C P Coffee ,SPC001,Tea Beverages,2.5,1,2.5,0.875
CUS3319,16/09/2022,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Sandwiches ,3.5,1,3.5,1.225
CUS3320,25/12/2023,New York,Central Park,TSQ Brew,CLD001,Tea Beverages,3,1,3,1.05
CUS3321,06/12/2023,Los Angeles,Capitol Hill,Espresso,TEA001,Specialty Drinks,3,2,6,2.1
CUS3322,11/03/2021,Seattle,Pike Place,Perk Caf‚,TEA001,Coffee Beverages,4.25,2,8.5,2.975
CUS3323,17/04/2022,New York,Central Park,C P Coffee ,TEA001,Tea Beverages,3,1,3,1.05
CUS3324,16/01/2021,Chicago,Madison Street,Park Brew,SKT001,Desserts,4.75,1,4.75,1.6625
CUS3325,05/03/2022,Chicago,Madison Street,Park Roaste,SND001,Cold Drinks,2.5,1,2.5,0.875
CUS3326,14/04/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Specialty Drinks,3.75,1,3.75,1.3125
CUS3327,29/04/2023,New York,Central Park,TSQ Brew,TEA001,Coffee Beverages,2.2,1,2.2,0.77
CUS3328,11/07/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Desserts,3,1,3,1.05
CUS3329,08/07/2023,Austin,Central Park,Suburban Sip Spot,TEA001,Desserts,3.25,1,3.25,1.1375
CUS3330,29/12/2021,Chicago,Madison Street,Park Brew,CLD001,Snacks,3.1,1,3.1,1.085
CUS3331,27/09/2021,Chicago,Madison Street,Park Roaste,DES001,Snacks,3.25,1,3.25,1.1375
CUS3332,09/08/2022,New York,Brooklyn,Beanery,DES001,Cold Drinks,4,1,4,1.4
CUS3333,12/04/2023,Seattle,Pike Place,Perk Caf‚,SKT001,Specialty Drinks,3,1,3,1.05
CUS3334,16/08/2022,New York,Central Park,TSQ Brew,CLD001,Cold Drinks,3.75,2,7.5,2.625
CUS3335,18/07/2022,New York,Central Park,C P Coffee ,SKT001,Coffee Beverages,2.5,1,2.5,0.875
CUS3336,17/02/2023,Austin,Central Park,Delight Caf‚,SND001,Specialty Drinks,2.5,1,2.5,0.875
CUS3337,03/09/2022,New York,Brooklyn,Beanery,CLD001,Desserts,3,2,6,2.1
CUS3338,12/10/2021,Seattle,Capitol Hill,Brew Cafe,CLD001,Specialty Drinks,2.55,1,2.55,0.8925
CUS3339,29/11/2023,New York,Central Park,C P Coffee ,DES001,Sandwiches ,3,2,6,2.1
CUS3340,20/03/2021,Seattle,Pike Place,Perk Caf‚,COF001,Cold Drinks,3.75,1,3.75,1.3125
CUS3341,08/06/2022,Los Angeles,Venice Beach,Coffee House,SPC001,Cold Drinks,2.5,1,2.5,0.875
CUS3342,18/05/2021,New York,Brooklyn,Sip & Savor,COF001,Coffee Beverages,3,1,3,1.05
CUS3343,21/06/2021,Chicago,Madison Street,Park Brew,SND001,Snacks,3.5,2,7,2.45
CUS3344,21/09/2022,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Desserts,3.5,1,3.5,1.225
CUS3345,29/01/2023,Los Angeles,Hollywood Hills,Hills Cafe,CLD001,Specialty Drinks,3.5,2,7,2.45
CUS3346,21/10/2022,New York,Brooklyn,Sip & Savor,SND001,Tea Beverages,3,1,3,1.05
CUS3347,15/09/2022,Chicago,Madison Street,Park Roaste,SND001,Coffee Beverages,3,1,3,1.05
CUS3348,25/01/2023,Austin,Central Park,Delight Caf‚,CLD001,Specialty Drinks,3.25,1,3.25,1.1375
CUS3349,19/10/2022,Chicago,Madison Street,Park Roaste,DES001,Coffee Beverages,3.75,1,3.75,1.3125
CUS3350,02/01/2022,Austin,Central Park,Suburban Sip Spot,SKT001,Tea Beverages,3.25,1,3.25,1.1375
CUS3351,18/11/2021,Austin,Zilker Park,Lakeside Brew ,COF001,Cold Drinks,3.5,1,3.5,1.225
CUS3352,14/12/2021,Los Angeles,Capitol Hill,Espresso,SPC001,Tea Beverages,3,2,6,2.1
CUS3353,01/05/2023,Los Angeles,Venice Beach,Coffee House,SND001,Specialty Drinks,3,1,3,1.05
CUS3354,22/05/2021,Austin,Zilker Park,Lakeside Brew ,SKT001,Coffee Beverages,4.75,2,9.5,3.325
CUS3355,11/01/2023,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Tea Beverages,3,2,6,2.1
CUS3356,29/10/2023,Seattle,Pike Place,Perk Caf‚,DES001,Snacks,3.1,2,6.2,2.17
CUS3357,15/05/2023,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Desserts,2.5,1,2.5,0.875
CUS3358,15/12/2022,New York,Central Park,C P Coffee ,DES001,Snacks,3,1,3,1.05
CUS3359,21/05/2023,Austin,Central Park,Delight Caf‚,COF001,Specialty Drinks,2.5,2,5,1.75
CUS3360,05/07/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Snacks,2.5,2,5,1.75
CUS3361,03/12/2022,New York,Central Park,C P Coffee ,SKT001,Desserts,3.5,1,3.5,1.225
CUS3362,29/04/2021,Austin,Zilker Park,Lakeside Brew ,SKT001,Sandwiches ,2.5,2,5,1.75
CUS3363,25/08/2021,New York,Brooklyn,Sip & Savor,TEA001,Specialty Drinks,2.5,2,5,1.75
CUS3364,11/05/2022,New York,Brooklyn,Sip & Savor,DES001,Cold Drinks,3,1,3,1.05
CUS3365,06/07/2023,Los Angeles,Venice Beach,Beach Cafe,COF001,Specialty Drinks,3,2,6,2.1
CUS3366,29/06/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SND001,Cold Drinks,3.75,1,3.75,1.3125
CUS3367,31/12/2021,Los Angeles,Venice Beach,Beach Cafe,SKT001,Tea Beverages,2.55,2,5.1,1.785
CUS3368,13/02/2022,New York,Brooklyn,Beanery,SND001,Cold Drinks,3.1,1,3.1,1.085
CUS3369,06/06/2021,Los Angeles,Hollywood Hills,Hills Cafe,SPC001,Coffee Beverages,3,2,6,2.1
CUS3370,01/09/2021,Austin,Central Park,Delight Caf‚,COF001,Coffee Beverages,2.55,1,2.55,0.8925
CUS3371,30/04/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Cold Drinks,2.5,2,5,1.75
CUS3372,18/11/2023,Seattle,Pike Place,Perk Caf‚,TEA001,Cold Drinks,3.5,2,7,2.45
CUS3373,02/01/2021,New York,Central Park,TSQ Brew,SPC001,Snacks,3.1,1,3.1,1.085
CUS3374,07/07/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Tea Beverages,4.5,2,9,3.15
CUS3375,10/01/2022,New York,Brooklyn,Beanery,TEA001,Sandwiches ,2.5,1,2.5,0.875
CUS3376,28/10/2023,Chicago,Madison Street,Park Brew,DES001,Desserts,3,1,3,1.05
CUS3377,19/08/2023,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Desserts,3,2,6,2.1
CUS3378,08/02/2022,Chicago,Madison Street,Park Roaste,CLD001,Desserts,2,2,4,1.4
CUS3379,16/03/2021,New York,Central Park,C P Coffee ,CLD001,Sandwiches ,3,2,6,2.1
CUS3380,17/04/2022,Los Angeles,Venice Beach,Coffee House,CLD001,Tea Beverages,3,2,6,2.1
CUS3381,27/07/2022,Seattle,Capitol Hill,Brew Cafe,CLD001,Specialty Drinks,3.75,1,3.75,1.3125
CUS3382,20/01/2023,Chicago,Madison Street,Park Roaste,DES001,Snacks,2.2,2,4.4,1.54
CUS3383,09/04/2021,Austin,Central Park,Delight Caf‚,SKT001,Specialty Drinks,4,2,8,2.8
CUS3384,08/04/2022,Chicago,Madison Street,Park Brew,SPC001,Sandwiches ,4.5,1,4.5,1.575
CUS3385,08/01/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Snacks,3.75,1,3.75,1.3125
CUS3386,18/10/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Snacks,3,2,6,2.1
CUS3387,23/10/2023,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Specialty Drinks,2.5,1,2.5,0.875
CUS3388,28/07/2021,Austin,Zilker Park,Lakeside Brew ,SND001,Specialty Drinks,4.5,1,4.5,1.575
CUS3389,30/12/2023,Seattle,Capitol Hill,Brew Cafe,SPC001,Sandwiches ,4.5,2,9,3.15
CUS3390,04/05/2021,Austin,Zilker Park,Lakeside Brew ,CLD001,Specialty Drinks,2.5,2,5,1.75
CUS3391,06/05/2021,New York,Central Park,C P Coffee ,SND001,Snacks,3,2,6,2.1
CUS3392,30/08/2021,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Specialty Drinks,4.5,1,4.5,1.575
CUS3393,20/05/2021,New York,Central Park,C P Coffee ,CLD001,Tea Beverages,3,2,6,2.1
CUS3394,14/02/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Sandwiches ,3.1,1,3.1,1.085
CUS3395,16/07/2022,Seattle,Pike Place,Perk Caf‚,SKT001,Sandwiches ,2.5,1,2.5,0.875
CUS3396,18/01/2023,Austin,Zilker Park,Lakeside Brew ,SND001,Specialty Drinks,3,2,6,2.1
CUS3397,24/01/2022,Austin,Central Park,Suburban Sip Spot,CLD001,Tea Beverages,2.2,2,4.4,1.54
CUS3398,10/03/2022,Chicago,Madison Street,Park Brew,TEA001,Cold Drinks,3,1,3,1.05
CUS3399,05/11/2021,Austin,Central Park,Delight Caf‚,COF001,Specialty Drinks,3,2,6,2.1
CUS3400,15/12/2023,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Tea Beverages,2.5,2,5,1.75
CUS3401,29/11/2021,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Specialty Drinks,3.75,2,7.5,2.625
CUS3402,03/03/2022,New York,Central Park,C P Coffee ,SKT001,Desserts,3,2,6,2.1
CUS3403,12/02/2021,Seattle,Capitol Hill,Brew Cafe,TEA001,Desserts,3.25,1,3.25,1.1375
CUS3404,17/06/2023,Austin,Central Park,Suburban Sip Spot,DES001,Snacks,2.5,1,2.5,0.875
CUS3405,18/09/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Sandwiches ,2,1,2,0.7
CUS3406,30/01/2022,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Tea Beverages,2.45,2,4.9,1.715
CUS3407,12/10/2022,Los Angeles,Venice Beach,Beach Cafe,COF001,Coffee Beverages,3.75,2,7.5,2.625
CUS3408,14/03/2023,New York,Central Park,C P Coffee ,DES001,Sandwiches ,2,1,2,0.7
CUS3409,09/03/2023,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Snacks,3,1,3,1.05
CUS3410,28/06/2022,New York,Brooklyn,Beanery,SPC001,Desserts,3,1,3,1.05
CUS3411,14/12/2023,Austin,Central Park,Suburban Sip Spot,COF001,Cold Drinks,2.5,1,2.5,0.875
CUS3412,25/03/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Specialty Drinks,4.5,2,9,3.15
CUS3413,19/12/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Desserts,3,1,3,1.05
CUS3414,12/07/2021,New York,Brooklyn,Beanery,SND001,Snacks,3.75,1,3.75,1.3125
CUS3415,24/01/2021,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Sandwiches ,2.5,2,5,1.75
CUS3416,31/05/2022,New York,Brooklyn,Beanery,TEA001,Sandwiches ,2.5,2,5,1.75
CUS3417,28/09/2022,New York,Central Park,C P Coffee ,TEA001,Cold Drinks,3,2,6,2.1
CUS3418,10/09/2021,Los Angeles,Venice Beach,Coffee House,SND001,Sandwiches ,2.2,2,4.4,1.54
CUS3419,17/03/2022,Los Angeles,Capitol Hill,Espresso,SPC001,Coffee Beverages,3.25,1,3.25,1.1375
CUS3420,01/09/2021,New York,Brooklyn,Sip & Savor,SND001,Snacks,2.5,2,5,1.75
CUS3421,19/05/2021,Los Angeles,Venice Beach,Beach Cafe,SND001,Sandwiches ,4.25,1,4.25,1.4875
CUS3422,02/03/2022,New York,Brooklyn,Beanery,COF001,Tea Beverages,4.5,1,4.5,1.575
CUS3423,08/01/2023,Chicago,Madison Street,Park Brew,CLD001,Sandwiches ,2.55,2,5.1,1.785
CUS3424,15/10/2023,Los Angeles,Capitol Hill,Espresso,CLD001,Sandwiches ,4.75,1,4.75,1.6625
CUS3425,14/12/2023,New York,Brooklyn,Beanery,SKT001,Snacks,4.75,1,4.75,1.6625
CUS3426,10/02/2021,Los Angeles,Capitol Hill,Espresso,COF001,Desserts,3,1,3,1.05
CUS3427,18/03/2021,New York,Brooklyn,Sip & Savor,DES001,Desserts,3.75,1,3.75,1.3125
CUS3428,11/03/2022,New York,Central Park,C P Coffee ,SND001,Tea Beverages,3,2,6,2.1
CUS3429,04/12/2023,Chicago,Madison Street,Park Brew,COF001,Sandwiches ,3.25,1,3.25,1.1375
CUS3430,05/02/2022,Austin,Zilker Park,Lakeside Brew ,SND001,Specialty Drinks,3,1,3,1.05
CUS3431,11/02/2022,Los Angeles,Venice Beach,Beach Cafe,CLD001,Desserts,2.5,2,5,1.75
CUS3432,23/01/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Snacks,2.5,1,2.5,0.875
CUS3433,11/06/2023,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Desserts,2.55,2,5.1,1.785
CUS3434,05/11/2022,Los Angeles,Venice Beach,Beach Cafe,SPC001,Desserts,2.2,1,2.2,0.77
CUS3435,24/08/2021,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Coffee Beverages,3,1,3,1.05
CUS3436,25/01/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Snacks,3.5,1,3.5,1.225
CUS3437,20/04/2021,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Desserts,3.5,2,7,2.45
CUS3438,02/07/2021,Seattle,Capitol Hill,Brew Cafe,DES001,Sandwiches ,3,1,3,1.05
CUS3439,16/12/2022,Los Angeles,Venice Beach,Coffee House,SKT001,Tea Beverages,3.25,1,3.25,1.1375
CUS3440,21/07/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Snacks,2.2,2,4.4,1.54
CUS3441,21/04/2023,Seattle,Pike Place,Perk Caf‚,SKT001,Coffee Beverages,3,1,3,1.05
CUS3442,18/02/2022,New York,Brooklyn,Sip & Savor,TEA001,Coffee Beverages,3,2,6,2.1
CUS3443,10/09/2021,Seattle,Capitol Hill,Brew Cafe,DES001,Snacks,3,2,6,2.1
CUS3444,09/06/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Tea Beverages,2.45,2,4.9,1.715
CUS3445,23/03/2022,Austin,Central Park,Suburban Sip Spot,TEA001,Cold Drinks,3,2,6,2.1
CUS3446,13/01/2023,New York,Central Park,C P Coffee ,SND001,Desserts,2.5,2,5,1.75
CUS3447,04/10/2021,Austin,Central Park,Delight Caf‚,SND001,Cold Drinks,2.5,1,2.5,0.875
CUS3448,27/12/2023,Chicago,Madison Street,Park Roaste,SND001,Sandwiches ,3,2,6,2.1
CUS3449,11/03/2023,Seattle,Pike Place,Perk Caf‚,DES001,Tea Beverages,3.75,1,3.75,1.3125
CUS3450,10/08/2021,Chicago,Madison Street,Park Roaste,SKT001,Sandwiches ,2,2,4,1.4
CUS3451,18/05/2023,Austin,Central Park,Suburban Sip Spot,SPC001,Specialty Drinks,4.75,2,9.5,3.325
CUS3452,10/03/2023,Los Angeles,Capitol Hill,Espresso,TEA001,Tea Beverages,2.5,1,2.5,0.875
CUS3453,10/08/2023,Austin,Central Park,Delight Caf‚,SKT001,Sandwiches ,2.5,2,5,1.75
CUS3454,07/06/2021,Los Angeles,Venice Beach,Beach Cafe,TEA001,Sandwiches ,3,1,3,1.05
CUS3455,14/07/2022,New York,Central Park,TSQ Brew,DES001,Cold Drinks,2.5,1,2.5,0.875
CUS3456,26/07/2022,Seattle,Pike Place,Perk Caf‚,SPC001,Cold Drinks,3.25,1,3.25,1.1375
CUS3457,05/05/2021,New York,Brooklyn,Sip & Savor,SND001,Tea Beverages,3,2,6,2.1
CUS3458,29/08/2021,New York,Brooklyn,Sip & Savor,COF001,Sandwiches ,2.5,2,5,1.75
CUS3459,18/02/2023,Los Angeles,Venice Beach,Coffee House,SPC001,Desserts,2,2,4,1.4
CUS3460,21/09/2021,Chicago,Madison Street,Park Roaste,CLD001,Desserts,3.75,1,3.75,1.3125
CUS3461,04/02/2023,Austin,Central Park,Suburban Sip Spot,SND001,Desserts,3.25,1,3.25,1.1375
CUS3462,07/06/2023,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Sandwiches ,3.1,2,6.2,2.17
CUS3463,14/10/2023,New York,Brooklyn,Sip & Savor,SPC001,Specialty Drinks,3.75,1,3.75,1.3125
CUS3464,07/11/2022,Los Angeles,Venice Beach,Coffee House,COF001,Coffee Beverages,4.25,1,4.25,1.4875
CUS3465,21/03/2023,New York,Central Park,C P Coffee ,SPC001,Desserts,3.75,1,3.75,1.3125
CUS3466,02/10/2021,Seattle,Pike Place,Perk Caf‚,CLD001,Tea Beverages,2,1,2,0.7
CUS3467,28/03/2023,Los Angeles,Capitol Hill,Espresso,SPC001,Sandwiches ,2.5,1,2.5,0.875
CUS3468,23/01/2023,Los Angeles,Venice Beach,Coffee House,SND001,Specialty Drinks,3.25,1,3.25,1.1375
CUS3469,08/06/2022,New York,Central Park,TSQ Brew,SPC001,Cold Drinks,2.5,2,5,1.75
CUS3470,21/08/2022,Austin,Central Park,Suburban Sip Spot,CLD001,Cold Drinks,4.75,1,4.75,1.6625
CUS3471,09/09/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Cold Drinks,2.5,1,2.5,0.875
CUS3472,06/05/2023,Los Angeles,Venice Beach,Coffee House,DES001,Coffee Beverages,3,1,3,1.05
CUS3473,23/05/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Cold Drinks,3,2,6,2.1
CUS3474,22/02/2022,Seattle,Capitol Hill,Brew Cafe,SND001,Specialty Drinks,3.75,1,3.75,1.3125
CUS3475,21/11/2023,New York,Central Park,C P Coffee ,COF001,Cold Drinks,2.55,1,2.55,0.8925
CUS3476,13/07/2021,Austin,Central Park,Delight Caf‚,TEA001,Cold Drinks,2.45,2,4.9,1.715
CUS3477,28/08/2022,New York,Central Park,TSQ Brew,SND001,Desserts,4.25,2,8.5,2.975
CUS3478,28/09/2021,Seattle,Capitol Hill,Brew Cafe,SND001,Cold Drinks,3.5,1,3.5,1.225
CUS3479,18/05/2023,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Sandwiches ,3.75,2,7.5,2.625
CUS3480,15/06/2021,Austin,Central Park,Suburban Sip Spot,SPC001,Cold Drinks,3.5,1,3.5,1.225
CUS3481,10/06/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Desserts,3,2,6,2.1
CUS3482,26/02/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Cold Drinks,2,1,2,0.7
CUS3483,26/01/2021,Los Angeles,Hollywood Hills,Hills Cafe,SPC001,Desserts,4.25,1,4.25,1.4875
CUS3484,20/12/2021,Los Angeles,Venice Beach,Beach Cafe,COF001,Coffee Beverages,2.5,2,5,1.75
CUS3485,19/05/2021,Austin,Central Park,Suburban Sip Spot,COF001,Sandwiches ,3.25,1,3.25,1.1375
CUS3486,09/11/2022,Los Angeles,Capitol Hill,Espresso,SND001,Specialty Drinks,3.1,2,6.2,2.17
CUS3487,04/06/2023,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Sandwiches ,3.5,1,3.5,1.225
CUS3488,10/07/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Tea Beverages,3,2,6,2.1
CUS3489,13/06/2022,New York,Central Park,C P Coffee ,DES001,Sandwiches ,3.75,2,7.5,2.625
CUS3490,09/01/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Sandwiches ,2,1,2,0.7
CUS3491,26/12/2023,New York,Central Park,C P Coffee ,SKT001,Specialty Drinks,3.5,1,3.5,1.225
CUS3492,28/06/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Snacks,2.5,2,5,1.75
CUS3493,28/05/2022,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Specialty Drinks,2.5,1,2.5,0.875
CUS3494,09/06/2021,Chicago,Madison Street,Park Brew,TEA001,Sandwiches ,4.5,1,4.5,1.575
CUS3495,13/02/2022,Chicago,Madison Street,Park Brew,CLD001,Snacks,2.5,1,2.5,0.875
CUS3496,21/05/2023,Los Angeles,Hollywood Hills,Hills Cafe,CLD001,Desserts,4.75,2,9.5,3.325
CUS3497,02/06/2022,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Snacks,3,1,3,1.05
CUS3498,27/03/2023,Los Angeles,Venice Beach,Beach Cafe,TEA001,Cold Drinks,3.25,1,3.25,1.1375
CUS3499,30/09/2023,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Specialty Drinks,2.5,2,5,1.75
CUS3500,20/08/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Coffee Beverages,3,2,6,2.1
CUS3501,13/11/2021,New York,Brooklyn,Sip & Savor,SKT001,Snacks,2.5,1,2.5,0.875
CUS3502,08/08/2022,Austin,Central Park,Delight Caf‚,DES001,Coffee Beverages,3.5,1,3.5,1.225
CUS3503,23/12/2021,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Cold Drinks,4.5,1,4.5,1.575
CUS3504,07/04/2023,Los Angeles,Capitol Hill,Espresso,SND001,Sandwiches ,3,1,3,1.05
CUS3505,12/11/2022,Los Angeles,Capitol Hill,Espresso,CLD001,Cold Drinks,2.45,1,2.45,0.8575
CUS3506,11/04/2023,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Desserts,2.5,1,2.5,0.875
CUS3507,13/10/2021,Chicago,Madison Street,Park Roaste,TEA001,Sandwiches ,4.5,2,9,3.15
CUS3508,17/03/2022,New York,Central Park,TSQ Brew,DES001,Tea Beverages,3,1,3,1.05
CUS3509,07/02/2022,Seattle,Capitol Hill,Brew Cafe,DES001,Tea Beverages,2,1,2,0.7
CUS3510,17/04/2021,New York,Central Park,TSQ Brew,DES001,Snacks,3,2,6,2.1
CUS3511,06/04/2022,New York,Brooklyn,Beanery,SKT001,Coffee Beverages,3,1,3,1.05
CUS3512,26/10/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Snacks,3,2,6,2.1
CUS3513,12/03/2021,Chicago,Madison Street,Park Roaste,COF001,Tea Beverages,2.45,1,2.45,0.8575
CUS3514,27/01/2021,Chicago,Madison Street,Park Roaste,SND001,Desserts,3.5,1,3.5,1.225
CUS3515,26/11/2023,Austin,Central Park,Delight Caf‚,TEA001,Sandwiches ,3.5,2,7,2.45
CUS3516,13/03/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Specialty Drinks,2.5,2,5,1.75
CUS3517,18/10/2023,Los Angeles,Capitol Hill,Espresso,SKT001,Specialty Drinks,4.25,1,4.25,1.4875
CUS3518,17/10/2023,Seattle,Pike Place,Perk Caf‚,COF001,Specialty Drinks,3.75,2,7.5,2.625
CUS3519,27/04/2023,Los Angeles,Venice Beach,Beach Cafe,CLD001,Snacks,2,1,2,0.7
CUS3520,29/05/2023,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Tea Beverages,3.75,2,7.5,2.625
CUS3521,20/11/2023,New York,Central Park,TSQ Brew,DES001,Specialty Drinks,3.5,2,7,2.45
CUS3522,27/12/2023,Chicago,Madison Street,Park Roaste,SKT001,Tea Beverages,4.25,1,4.25,1.4875
CUS3523,11/08/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,TEA001,Sandwiches ,4.5,1,4.5,1.575
CUS3524,22/05/2022,Chicago,Madison Street,Park Brew,CLD001,Cold Drinks,2.45,2,4.9,1.715
CUS3525,28/03/2022,Los Angeles,Hollywood Hills,Hills Cafe,CLD001,Cold Drinks,3.1,2,6.2,2.17
CUS3526,14/04/2021,New York,Central Park,C P Coffee ,SPC001,Desserts,2.5,2,5,1.75
CUS3527,26/12/2021,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Cold Drinks,3,1,3,1.05
CUS3528,05/11/2021,Chicago,Michigan Avenue,Loop Latte Lounge,TEA001,Snacks,3.1,1,3.1,1.085
CUS3529,04/08/2021,Austin,Zilker Park,Lakeside Brew ,SKT001,Specialty Drinks,3,2,6,2.1
CUS3530,18/03/2021,Los Angeles,Venice Beach,Beach Cafe,SKT001,Sandwiches ,3.75,1,3.75,1.3125
CUS3531,09/08/2021,New York,Brooklyn,Sip & Savor,SPC001,Tea Beverages,4.25,2,8.5,2.975
CUS3532,18/02/2023,Chicago,Madison Street,Park Roaste,SKT001,Coffee Beverages,3,1,3,1.05
CUS3533,08/04/2022,Los Angeles,Venice Beach,Beach Cafe,CLD001,Specialty Drinks,3,2,6,2.1
CUS3534,15/02/2022,Austin,Zilker Park,Lakeside Brew ,CLD001,Snacks,3.75,1,3.75,1.3125
CUS3535,14/08/2021,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Desserts,3,2,6,2.1
CUS3536,15/10/2022,Chicago,Michigan Avenue,Loop Latte Lounge,SND001,Cold Drinks,3.5,1,3.5,1.225
CUS3537,09/12/2022,New York,Brooklyn,Beanery,TEA001,Sandwiches ,4.75,1,4.75,1.6625
CUS3538,20/05/2023,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Tea Beverages,2.5,2,5,1.75
CUS3539,31/12/2021,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Coffee Beverages,3.75,2,7.5,2.625
CUS3540,26/12/2023,Seattle,Pike Place,Perk Caf‚,COF001,Cold Drinks,3,1,3,1.05
CUS3541,29/06/2023,Austin,Zilker Park,Lakeside Brew ,CLD001,Cold Drinks,3,1,3,1.05
CUS3542,01/07/2022,New York,Central Park,C P Coffee ,SND001,Tea Beverages,3,1,3,1.05
CUS3543,09/05/2021,New York,Central Park,C P Coffee ,SND001,Cold Drinks,3,1,3,1.05
CUS3544,14/10/2021,Austin,Zilker Park,Lakeside Brew ,CLD001,Specialty Drinks,3.25,1,3.25,1.1375
